Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,material.body,material.body,
1.0,power.fan,power.fan,
1.0,material.heater,material.heater,
1.0,power.heater,power.heater,
1.0,temperature.heater,material.body,
2.0,geometry.fan,geometry.motor,
2.0,temperature.motor,temperature.heater,
2.0,temperature.nozzle,temperature.heater,
2.0,geometry.body,geometry.body,
2.0,power.fan,material.body,
3.0,power.fan,geometry.motor,
3.0,rot.speed.fan,rot.speed.fan,
3.0,material.heater,material.heater,
3.0,geometry.heater,power.heater,
3.0,material.nozzle,power.heater,
3.0,geometry.body,temperature.heater,
3.0,geometry.heater,material.body,
3.0,geometry.nozzle,material.body,
3.0,material.nozzle,material.body,
3.0,temperature.nozzle,material.body,
4.0,material.heater,geometry.motor,
4.0,material.motor,material.motor,
4.0,power.heater,geometry.fan,
4.0,material.fan,material.fan,
4.0,power.fan,temperature.heater,
4.0,material.heater,material.body,
5.0,material.motor,geometry.motor,
5.0,power.motor,geometry.motor,
5.0,geometry.motor,temperature.motor,
5.0,geometry.nozzle,temperature.motor,
5.0,geometry.heater,geometry.fan,
5.0,material.nozzle,rot.speed.fan,
5.0,temperature.nozzle,rot.speed.fan,
5.0,geometry.nozzle,temperature.heater,
5.0,material.motor,material.body,
5.0,geometry.body,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
