Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,geometry.fan,geometry.fan,
0.0,power.heater,power.heater,
1.0,material.motor,material.motor,
1.0,temperature.motor,temperature.motor,
1.0,material.heater,material.heater,
1.0,material.nozzle,power.heater,
2.0,power.fan,geometry.motor,
2.0,geometry.heater,material.motor,
2.0,temperature.heater,temperature.motor,
2.0,power.heater,geometry.fan,
2.0,material.body,material.nozzle,
3.0,temperature.motor,geometry.motor,
3.0,power.heater,geometry.motor,
3.0,material.body,temperature.heater,
3.0,rot.speed.fan,material.nozzle,
4.0,geometry.fan,geometry.motor,
4.0,material.heater,geometry.motor,
4.0,geometry.nozzle,power.fan,
4.0,material.body,geometry.heater,
4.0,geometry.body,temperature.heater,
5.0,material.motor,geometry.motor,
5.0,power.motor,geometry.motor,
5.0,geometry.nozzle,temperature.motor,
5.0,temperature.nozzle,rot.speed.fan,
5.0,material.fan,material.fan,
5.0,temperature.heater,power.fan,
5.0,geometry.fan,geometry.heater,
5.0,power.heater,geometry.heater,
5.0,temperature.nozzle,material.nozzle,
5.0,power.fan,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
