Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.motor,material.motor,
0.0,power.motor,power.motor,
0.0,power.fan,power.fan,
0.0,material.body,material.body,
1.0,geometry.fan,geometry.fan,
1.0,power.fan,material.body,
1.0,material.nozzle,material.body,
2.0,geometry.heater,material.motor,
2.0,temperature.motor,temperature.motor,
2.0,material.fan,material.fan,
2.0,power.heater,material.nozzle,
2.0,geometry.heater,material.body,
2.0,geometry.nozzle,material.body,
3.0,temperature.heater,temperature.motor,
3.0,rot.speed.fan,rot.speed.fan,
3.0,geometry.nozzle,power.fan,
4.0,temperature.motor,material.motor,
4.0,geometry.heater,power.motor,
4.0,geometry.motor,power.fan,
4.0,power.heater,power.fan,
4.0,temperature.heater,power.fan,
4.0,rot.speed.fan,material.nozzle,
4.0,temperature.motor,material.body,
4.0,material.heater,material.body,
4.0,geometry.body,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
