Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,rot.speed.fan,rot.speed.fan,
1.0,temperature.heater,temperature.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,geometry.fan,geometry.fan,
2.0,material.nozzle,rot.speed.fan,
2.0,material.body,temperature.heater,
3.0,geometry.motor,geometry.motor,
3.0,geometry.motor,temperature.motor,
3.0,material.body,temperature.motor,
3.0,temperature.nozzle,rot.speed.fan,
3.0,material.heater,material.heater,
3.0,geometry.body,temperature.heater,
3.0,power.heater,material.nozzle,
4.0,power.motor,power.motor,
4.0,material.motor,temperature.motor,
4.0,rot.speed.fan,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,power.heater,geometry.fan,
4.0,power.fan,temperature.heater,
4.0,material.nozzle,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
