Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,material.heater,material.heater,
0.0,power.heater,power.heater,
0.0,temperature.heater,temperature.heater,
1.0,geometry.fan,geometry.fan,
1.0,rot.speed.fan,rot.speed.fan,
1.0,power.fan,power.fan,
1.0,material.nozzle,power.heater,
1.0,temperature.motor,temperature.heater,
1.0,temperature.nozzle,temperature.heater,
2.0,geometry.fan,geometry.motor,
2.0,power.fan,geometry.motor,
2.0,material.body,material.body,
3.0,geometry.nozzle,temperature.motor,
3.0,material.nozzle,rot.speed.fan,
3.0,temperature.nozzle,rot.speed.fan,
3.0,temperature.nozzle,material.heater,
3.0,geometry.motor,power.heater,
3.0,power.fan,power.heater,
3.0,geometry.body,temperature.heater,
3.0,material.body,temperature.heater,
4.0,geometry.motor,temperature.motor,
4.0,material.body,temperature.motor,
4.0,material.fan,material.fan,
4.0,material.body,material.heater,
4.0,power.fan,temperature.heater,
5.0,material.motor,temperature.motor,
5.0,rot.speed.fan,temperature.motor,
5.0,geometry.heater,temperature.motor,
5.0,geometry.heater,geometry.fan,
5.0,geometry.motor,material.heater,
5.0,geometry.nozzle,temperature.heater,
5.0,material.body,material.nozzle,
5.0,geometry.nozzle,temperature.nozzle,
6.0,geometry.nozzle,power.fan,
6.0,material.body,power.fan,
6.0,material.motor,geometry.heater,
7.0,material.fan,geometry.fan,
7.0,material.body,geometry.heater,
7.0,material.body,temperature.nozzle,
7.0,material.body,geometry.body,
8.0,power.motor,power.motor,
8.0,geometry.heater,power.heater,
8.0,material.body,geometry.nozzle,
8.0,material.nozzle,temperature.nozzle,
8.0,geometry.nozzle,geometry.body,
8.0,geometry.body,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
