Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,temperature.motor,temperature.motor,
0.0,rot.speed.fan,rot.speed.fan,
0.0,power.heater,power.heater,
0.0,material.body,material.body,
1.0,power.motor,power.motor,
1.0,material.nozzle,material.body,
2.0,temperature.heater,temperature.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,material.nozzle,rot.speed.fan,
2.0,material.fan,material.fan,
2.0,material.heater,material.heater,
2.0,geometry.fan,power.heater,
2.0,material.nozzle,power.heater,
2.0,power.fan,material.body,
2.0,geometry.heater,material.body,
2.0,geometry.nozzle,material.body,
2.0,temperature.nozzle,material.body,
3.0,temperature.motor,geometry.motor,
3.0,power.fan,geometry.motor,
3.0,temperature.nozzle,rot.speed.fan,
3.0,material.motor,geometry.heater,
3.0,power.fan,power.heater,
3.0,temperature.nozzle,temperature.heater,
3.0,temperature.motor,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
