Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,power.fan,power.fan,
1.0,material.body,power.fan,
1.0,geometry.body,geometry.body,
2.0,temperature.heater,temperature.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,geometry.nozzle,power.fan,
3.0,geometry.motor,geometry.motor,
3.0,material.body,temperature.motor,
3.0,geometry.fan,geometry.fan,
3.0,material.fan,material.fan,
3.0,geometry.motor,power.fan,
3.0,power.heater,power.fan,
3.0,temperature.nozzle,temperature.heater,
3.0,temperature.heater,geometry.body,
3.0,material.nozzle,geometry.body,
4.0,material.motor,temperature.motor,
4.0,rot.speed.fan,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,geometry.fan,power.fan,
4.0,temperature.heater,power.fan,
4.0,material.nozzle,power.heater,
4.0,temperature.nozzle,geometry.nozzle,
4.0,material.body,geometry.body,
5.0,geometry.heater,power.heater,
5.0,material.body,material.nozzle,
6.0,geometry.heater,material.motor,
6.0,geometry.motor,temperature.motor,
6.0,geometry.motor,geometry.fan,
6.0,material.nozzle,rot.speed.fan,
6.0,material.nozzle,material.fan,
6.0,material.body,geometry.nozzle,
6.0,geometry.nozzle,geometry.body,
7.0,power.heater,geometry.fan,
7.0,temperature.nozzle,rot.speed.fan,
8.0,geometry.fan,material.fan,
8.0,material.fan,geometry.nozzle,
8.0,temperature.heater,material.body,
9.0,geometry.motor,material.motor,
9.0,material.body,material.motor,
9.0,geometry.fan,geometry.heater,
9.0,material.fan,geometry.heater,
9.0,material.body,geometry.heater,
9.0,material.heater,material.heater,
9.0,material.body,temperature.nozzle,
10.0,material.motor,rot.speed.fan,
10.0,power.motor,geometry.heater,
10.0,power.fan,geometry.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
