Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.fan,power.fan,
0.0,power.heater,power.heater,
1.0,power.motor,power.motor,
1.0,material.body,material.body,
2.0,geometry.motor,geometry.motor,
2.0,geometry.motor,power.fan,
2.0,geometry.nozzle,power.fan,
2.0,power.fan,material.body,
2.0,temperature.heater,material.body,
2.0,material.nozzle,material.body,
3.0,geometry.fan,geometry.fan,
3.0,rot.speed.fan,rot.speed.fan,
3.0,geometry.motor,power.heater,
3.0,material.nozzle,power.heater,
3.0,temperature.nozzle,temperature.heater,
3.0,geometry.heater,material.body,
3.0,geometry.nozzle,material.body,
4.0,temperature.motor,temperature.motor,
4.0,geometry.fan,power.heater,
4.0,geometry.heater,power.heater,
4.0,geometry.body,geometry.body,
4.0,temperature.motor,material.body,
4.0,temperature.nozzle,material.body,
5.0,geometry.fan,geometry.motor,
5.0,temperature.heater,temperature.motor,
5.0,temperature.nozzle,rot.speed.fan,
5.0,temperature.heater,power.fan,
5.0,temperature.motor,geometry.nozzle,
5.0,rot.speed.fan,material.nozzle,
5.0,material.heater,material.body,
5.0,geometry.body,material.body,
6.0,temperature.motor,geometry.motor,
6.0,power.heater,power.fan,
6.0,material.motor,geometry.heater,
6.0,material.motor,material.body,
6.0,rot.speed.fan,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
