Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.fan,geometry.fan,
1.0,rot.speed.fan,rot.speed.fan,
1.0,geometry.nozzle,geometry.nozzle,
2.0,power.motor,power.motor,
3.0,geometry.motor,geometry.motor,
3.0,power.heater,geometry.fan,
3.0,temperature.nozzle,rot.speed.fan,
3.0,power.fan,power.fan,
3.0,temperature.motor,geometry.nozzle,
3.0,power.fan,geometry.nozzle,
3.0,material.body,geometry.nozzle,
4.0,temperature.heater,temperature.motor,
4.0,material.nozzle,rot.speed.fan,
4.0,material.nozzle,power.heater,
4.0,temperature.heater,material.body,
4.0,material.nozzle,material.body,
5.0,geometry.motor,geometry.fan,
5.0,material.fan,geometry.fan,
5.0,power.fan,geometry.fan,
5.0,temperature.motor,rot.speed.fan,
5.0,power.fan,power.heater,
5.0,temperature.nozzle,geometry.nozzle,
5.0,power.fan,material.body,
6.0,geometry.heater,power.motor,
6.0,geometry.nozzle,geometry.fan,
6.0,material.motor,rot.speed.fan,
6.0,material.heater,material.heater,
6.0,material.motor,power.heater,
6.0,geometry.heater,power.heater,
6.0,temperature.nozzle,temperature.heater,
6.0,geometry.body,temperature.heater,
6.0,temperature.motor,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
