Tick,Attribute.Component,Origin,Failed Behaviour
1.0,material.fan,material.fan,
2.0,power.motor,power.motor,
2.0,temperature.motor,temperature.motor,
2.0,material.heater,material.heater,
2.0,geometry.nozzle,geometry.nozzle,
3.0,rot.speed.fan,rot.speed.fan,
4.0,temperature.heater,temperature.motor,
4.0,geometry.nozzle,temperature.motor,
4.0,material.heater,material.heater,
4.0,material.body,material.body,
5.0,geometry.motor,geometry.motor,
5.0,material.nozzle,rot.speed.fan,
5.0,geometry.body,geometry.body,
5.0,power.fan,material.body,
5.0,material.nozzle,material.body,
6.0,geometry.heater,power.motor,
6.0,rot.speed.fan,temperature.motor,
6.0,geometry.heater,temperature.motor,
6.0,geometry.fan,material.fan,
6.0,geometry.heater,material.fan,
6.0,geometry.body,temperature.heater,
6.0,power.fan,geometry.nozzle,
6.0,temperature.nozzle,geometry.nozzle,
6.0,geometry.heater,material.body,
6.0,temperature.heater,material.body,
6.0,geometry.nozzle,material.body,
6.0,temperature.nozzle,material.body,
7.0,power.fan,geometry.motor,
7.0,geometry.motor,temperature.motor,
7.0,material.motor,temperature.motor,
7.0,material.body,material.fan,
7.0,temperature.nozzle,material.heater,
7.0,power.heater,power.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
