Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,material.heater,material.heater,
0.0,geometry.nozzle,geometry.nozzle,
0.0,material.body,material.body,
1.0,power.motor,power.motor,
1.0,temperature.heater,temperature.motor,
1.0,geometry.fan,geometry.fan,
1.0,rot.speed.fan,rot.speed.fan,
1.0,temperature.heater,material.body,
2.0,geometry.motor,geometry.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,power.fan,power.fan,
2.0,geometry.heater,material.body,
2.0,geometry.nozzle,material.body,
3.0,material.nozzle,rot.speed.fan,
3.0,temperature.nozzle,rot.speed.fan,
3.0,material.body,power.fan,
3.0,material.motor,geometry.heater,
3.0,material.heater,material.heater,
3.0,power.heater,power.heater,
3.0,geometry.body,temperature.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
