Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.fan,material.fan,
0.0,power.fan,power.fan,
0.0,material.heater,material.heater,
0.0,material.body,material.body,
1.0,power.motor,power.motor,
1.0,temperature.motor,temperature.motor,
1.0,rot.speed.fan,rot.speed.fan,
1.0,material.body,power.fan,
2.0,geometry.nozzle,power.fan,
2.0,temperature.heater,material.body,
3.0,geometry.nozzle,temperature.motor,
3.0,temperature.nozzle,rot.speed.fan,
3.0,geometry.heater,material.fan,
3.0,temperature.heater,power.fan,
3.0,temperature.nozzle,material.heater,
3.0,geometry.nozzle,material.body,
3.0,temperature.nozzle,material.body,
4.0,geometry.motor,geometry.motor,
4.0,geometry.motor,temperature.motor,
4.0,temperature.heater,temperature.motor,
4.0,geometry.fan,geometry.fan,
4.0,material.nozzle,rot.speed.fan,
4.0,geometry.heater,power.fan,
4.0,material.body,material.heater,
4.0,power.heater,power.heater,
5.0,material.motor,temperature.motor,
5.0,geometry.heater,temperature.motor,
5.0,material.body,temperature.motor,
5.0,geometry.fan,material.fan,
5.0,geometry.motor,material.heater,
5.0,material.heater,material.heater,
5.0,temperature.nozzle,temperature.heater,
5.0,temperature.nozzle,geometry.nozzle,
5.0,material.body,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
