Tick,Attribute.Component,Origin,Failed Behaviour
1.0,power.motor,power.motor,
1.0,temperature.heater,temperature.heater,
2.0,temperature.motor,temperature.motor,
2.0,power.fan,power.fan,
2.0,material.body,material.body,
3.0,geometry.motor,geometry.motor,
3.0,temperature.heater,temperature.motor,
3.0,rot.speed.fan,rot.speed.fan,
3.0,temperature.heater,material.body,
4.0,geometry.fan,geometry.fan,
4.0,geometry.nozzle,power.fan,
4.0,material.body,power.fan,
4.0,material.heater,material.heater,
5.0,geometry.fan,geometry.motor,
5.0,power.fan,geometry.motor,
5.0,geometry.motor,temperature.motor,
5.0,geometry.nozzle,temperature.motor,
5.0,material.nozzle,rot.speed.fan,
5.0,temperature.nozzle,rot.speed.fan,
5.0,power.heater,power.heater,
5.0,geometry.body,temperature.heater,
5.0,material.nozzle,material.body,
6.0,geometry.heater,power.motor,
6.0,material.motor,temperature.motor,
6.0,geometry.heater,temperature.motor,
6.0,material.nozzle,power.heater,
6.0,power.fan,temperature.heater,
6.0,temperature.nozzle,temperature.heater,
6.0,geometry.nozzle,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
