Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,temperature.motor,temperature.motor,
0.0,power.fan,power.fan,
0.0,material.body,material.body,
1.0,temperature.heater,temperature.motor,
1.0,rot.speed.fan,rot.speed.fan,
1.0,material.fan,material.fan,
2.0,geometry.nozzle,temperature.motor,
2.0,geometry.fan,geometry.fan,
2.0,power.heater,power.fan,
2.0,geometry.nozzle,power.fan,
2.0,material.body,power.fan,
3.0,temperature.motor,geometry.motor,
3.0,geometry.fan,geometry.motor,
3.0,power.fan,geometry.motor,
3.0,power.heater,geometry.motor,
3.0,power.motor,power.motor,
3.0,material.nozzle,rot.speed.fan,
3.0,temperature.nozzle,rot.speed.fan,
3.0,geometry.body,temperature.heater,
4.0,power.fan,temperature.heater,
4.0,material.fan,geometry.nozzle,
4.0,temperature.nozzle,geometry.nozzle,
4.0,power.heater,material.nozzle,
4.0,material.body,material.nozzle,
5.0,material.motor,geometry.motor,
5.0,material.heater,geometry.motor,
5.0,temperature.motor,rot.speed.fan,
5.0,geometry.nozzle,temperature.heater,
5.0,material.body,temperature.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
