Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
1.0,temperature.heater,temperature.heater,
2.0,geometry.fan,geometry.motor,
2.0,power.fan,power.fan,
2.0,temperature.motor,temperature.heater,
2.0,temperature.nozzle,temperature.heater,
2.0,material.body,temperature.heater,
2.0,geometry.body,geometry.body,
3.0,power.fan,geometry.motor,
3.0,material.fan,material.fan,
3.0,geometry.body,temperature.heater,
4.0,material.heater,geometry.motor,
4.0,material.motor,material.motor,
4.0,geometry.nozzle,temperature.motor,
4.0,rot.speed.fan,temperature.nozzle,
4.0,material.body,temperature.nozzle,
5.0,material.motor,geometry.motor,
5.0,temperature.motor,geometry.motor,
5.0,material.fan,geometry.motor,
5.0,power.heater,power.fan,
5.0,material.body,power.fan,
5.0,geometry.nozzle,temperature.nozzle,
6.0,power.motor,power.motor,
6.0,power.fan,geometry.fan,
6.0,geometry.heater,geometry.fan,
6.0,power.heater,geometry.fan,
6.0,material.heater,material.heater,
6.0,power.fan,temperature.heater,
6.0,geometry.nozzle,temperature.heater,
6.0,geometry.motor,temperature.nozzle,
6.0,material.nozzle,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
