Tick,Attribute.Component,Origin,Failed Behaviour
0.0,rot.speed.fan,rot.speed.fan,
0.0,material.fan,material.fan,
0.0,temperature.heater,temperature.heater,
1.0,material.heater,material.heater,
1.0,power.heater,power.heater,
1.0,material.body,temperature.heater,
2.0,geometry.motor,geometry.motor,
2.0,temperature.motor,temperature.motor,
2.0,material.nozzle,rot.speed.fan,
2.0,material.nozzle,power.heater,
2.0,temperature.motor,temperature.heater,
2.0,temperature.nozzle,temperature.heater,
2.0,power.fan,material.body,
2.0,material.nozzle,material.body,
3.0,material.motor,material.motor,
3.0,temperature.nozzle,rot.speed.fan,
3.0,material.heater,material.heater,
3.0,geometry.heater,power.heater,
3.0,power.fan,temperature.heater,
3.0,geometry.body,temperature.heater,
3.0,geometry.heater,material.body,
3.0,geometry.nozzle,material.body,
3.0,temperature.nozzle,material.body,
4.0,geometry.fan,geometry.motor,
4.0,geometry.nozzle,temperature.motor,
4.0,temperature.motor,rot.speed.fan,
4.0,material.nozzle,material.fan,
4.0,geometry.fan,power.heater,
5.0,temperature.motor,geometry.motor,
5.0,geometry.fan,material.fan,
5.0,geometry.nozzle,power.fan,
5.0,geometry.nozzle,temperature.nozzle,
5.0,material.heater,material.body,
6.0,power.heater,geometry.motor,
6.0,geometry.motor,material.fan,
6.0,power.heater,power.fan,
6.0,material.fan,geometry.heater,
6.0,geometry.body,material.nozzle,
6.0,material.motor,material.body,
6.0,temperature.motor,material.body,
7.0,geometry.heater,material.motor,
7.0,material.motor,rot.speed.fan,
7.0,geometry.motor,power.fan,
7.0,geometry.fan,power.fan,
7.0,geometry.heater,power.fan,
7.0,material.nozzle,temperature.nozzle,
8.0,power.motor,power.motor,
8.0,material.heater,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
