Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.fan,power.fan,
0.0,material.heater,material.heater,
0.0,temperature.heater,temperature.heater,
1.0,material.motor,material.motor,
1.0,temperature.motor,temperature.motor,
1.0,material.body,temperature.heater,
2.0,temperature.heater,temperature.motor,
2.0,geometry.motor,power.fan,
2.0,power.heater,power.fan,
2.0,geometry.nozzle,power.fan,
2.0,material.nozzle,material.body,
3.0,geometry.heater,material.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,temperature.heater,power.fan,
3.0,temperature.nozzle,material.heater,
3.0,power.heater,material.nozzle,
3.0,geometry.heater,material.body,
3.0,geometry.nozzle,material.body,
4.0,geometry.fan,geometry.motor,
4.0,rot.speed.fan,rot.speed.fan,
4.0,geometry.motor,material.heater,
4.0,material.heater,material.heater,
4.0,rot.speed.fan,material.nozzle,
4.0,temperature.nozzle,material.body,
4.0,geometry.body,material.body,
5.0,temperature.motor,material.motor,
5.0,power.motor,power.motor,
5.0,material.body,power.fan,
5.0,geometry.body,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
