Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
1.0,geometry.fan,geometry.fan,
1.0,temperature.heater,temperature.heater,
2.0,power.fan,geometry.motor,
2.0,rot.speed.fan,rot.speed.fan,
2.0,material.fan,material.fan,
2.0,temperature.motor,temperature.heater,
3.0,temperature.motor,geometry.motor,
3.0,geometry.fan,geometry.motor,
3.0,material.body,power.fan,
3.0,power.heater,power.heater,
3.0,geometry.body,temperature.heater,
4.0,material.motor,material.motor,
4.0,geometry.nozzle,power.fan,
4.0,material.nozzle,power.heater,
4.0,power.fan,temperature.heater,
4.0,temperature.heater,material.body,
4.0,material.nozzle,material.body,
5.0,material.motor,geometry.motor,
5.0,geometry.nozzle,temperature.motor,
5.0,material.nozzle,rot.speed.fan,
5.0,temperature.nozzle,rot.speed.fan,
5.0,material.body,material.fan,
5.0,power.fan,power.heater,
6.0,material.heater,geometry.motor,
6.0,geometry.heater,material.motor,
6.0,temperature.motor,rot.speed.fan,
7.0,geometry.heater,geometry.fan,
7.0,power.heater,geometry.fan,
7.0,geometry.fan,material.fan,
7.0,geometry.heater,material.fan,
7.0,geometry.nozzle,temperature.nozzle,
7.0,geometry.nozzle,material.body,
8.0,material.fan,geometry.motor,
8.0,power.motor,power.motor,
8.0,material.heater,temperature.nozzle,
8.0,geometry.nozzle,geometry.body,
8.0,material.nozzle,geometry.body,
8.0,material.body,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
