Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,temperature.motor,temperature.motor,
0.0,geometry.fan,geometry.fan,
0.0,material.fan,material.fan,
1.0,power.motor,power.motor,
1.0,geometry.nozzle,geometry.nozzle,
2.0,geometry.fan,geometry.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,power.heater,power.heater,
3.0,temperature.motor,geometry.motor,
3.0,geometry.heater,material.fan,
4.0,rot.speed.fan,rot.speed.fan,
4.0,temperature.heater,temperature.heater,
4.0,material.body,geometry.nozzle,
5.0,material.motor,geometry.motor,
5.0,material.fan,geometry.motor,
5.0,material.heater,geometry.motor,
5.0,geometry.heater,power.motor,
5.0,geometry.fan,power.heater,
5.0,power.fan,power.heater,
5.0,material.nozzle,power.heater,
5.0,material.body,temperature.heater,
5.0,power.fan,geometry.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
