Tick,Attribute.Component,Origin,Failed Behaviour
1.0,material.motor,material.motor,
1.0,temperature.motor,temperature.motor,
1.0,geometry.fan,geometry.fan,
1.0,material.fan,material.fan,
1.0,temperature.heater,temperature.heater,
2.0,geometry.heater,material.motor,
2.0,temperature.heater,temperature.motor,
2.0,power.fan,power.fan,
2.0,power.heater,power.heater,
2.0,material.body,material.body,
3.0,geometry.nozzle,temperature.motor,
3.0,rot.speed.fan,rot.speed.fan,
3.0,temperature.heater,material.body,
4.0,material.body,temperature.motor,
4.0,geometry.motor,geometry.fan,
4.0,geometry.heater,material.fan,
5.0,temperature.motor,material.motor,
5.0,geometry.heater,geometry.fan,
5.0,temperature.nozzle,rot.speed.fan,
5.0,geometry.nozzle,material.fan,
5.0,geometry.motor,power.fan,
5.0,temperature.heater,power.fan,
5.0,geometry.nozzle,power.fan,
5.0,material.body,power.fan,
5.0,material.motor,power.heater,
5.0,geometry.fan,power.heater,
5.0,power.fan,power.heater,
5.0,geometry.heater,power.heater,
5.0,material.nozzle,power.heater,
6.0,material.nozzle,rot.speed.fan,
6.0,geometry.fan,material.fan,
6.0,material.nozzle,material.body,
7.0,temperature.motor,rot.speed.fan,
7.0,temperature.nozzle,temperature.heater,
7.0,geometry.body,temperature.heater,
7.0,material.body,geometry.nozzle,
8.0,power.motor,power.motor,
8.0,material.nozzle,material.fan,
8.0,material.body,geometry.heater,
8.0,temperature.nozzle,geometry.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
