Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.motor,material.motor,
0.0,material.heater,material.heater,
0.0,temperature.heater,temperature.heater,
1.0,temperature.motor,temperature.motor,
1.0,geometry.fan,geometry.fan,
1.0,material.fan,material.fan,
1.0,power.fan,power.fan,
1.0,power.heater,power.heater,
1.0,temperature.motor,temperature.heater,
1.0,temperature.nozzle,temperature.heater,
2.0,geometry.motor,geometry.motor,
2.0,rot.speed.fan,rot.speed.fan,
2.0,material.body,power.fan,
2.0,material.heater,material.heater,
2.0,material.nozzle,power.heater,
2.0,geometry.body,temperature.heater,
3.0,geometry.nozzle,temperature.motor,
3.0,power.heater,power.fan,
3.0,power.fan,temperature.heater,
3.0,material.body,temperature.heater,
3.0,rot.speed.fan,temperature.nozzle,
3.0,geometry.nozzle,temperature.nozzle,
4.0,geometry.fan,geometry.motor,
4.0,temperature.motor,material.motor,
4.0,geometry.heater,material.fan,
4.0,geometry.nozzle,temperature.heater,
4.0,material.nozzle,material.body,
5.0,temperature.motor,geometry.motor,
5.0,geometry.motor,material.motor,
5.0,rot.speed.fan,material.motor,
5.0,material.body,material.motor,
5.0,geometry.motor,power.fan,
5.0,geometry.nozzle,power.fan,
6.0,geometry.fan,material.fan,
6.0,geometry.nozzle,material.fan,
6.0,power.heater,geometry.heater,
6.0,material.body,material.heater,
6.0,rot.speed.fan,material.nozzle,
6.0,geometry.body,material.nozzle,
6.0,material.nozzle,temperature.nozzle,
7.0,geometry.heater,material.motor,
7.0,material.heater,temperature.nozzle,
8.0,geometry.motor,material.fan,
8.0,geometry.nozzle,material.body,
9.0,geometry.heater,temperature.motor,
9.0,material.body,material.fan,
9.0,geometry.fan,power.fan,
9.0,geometry.heater,power.fan,
9.0,geometry.motor,power.heater,
9.0,material.body,geometry.body,
10.0,rot.speed.fan,temperature.motor,
11.0,material.body,geometry.heater,
11.0,material.body,temperature.nozzle,
12.0,power.motor,power.motor,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
