Tick,Attribute.Component,Origin,Failed Behaviour
0.0,rot.speed.fan,rot.speed.fan,
1.0,power.fan,power.fan,
1.0,power.heater,power.heater,
1.0,material.body,material.body,
2.0,material.nozzle,material.body,
3.0,geometry.motor,geometry.motor,
3.0,temperature.motor,temperature.motor,
3.0,geometry.fan,geometry.fan,
3.0,material.nozzle,rot.speed.fan,
3.0,power.heater,power.fan,
3.0,geometry.nozzle,power.fan,
3.0,material.heater,material.heater,
3.0,temperature.heater,temperature.heater,
3.0,geometry.heater,material.body,
3.0,geometry.nozzle,material.body,
4.0,temperature.heater,temperature.motor,
4.0,temperature.nozzle,rot.speed.fan,
4.0,power.heater,material.nozzle,
4.0,temperature.heater,material.body,
4.0,geometry.body,material.body,
5.0,power.fan,geometry.motor,
5.0,geometry.nozzle,temperature.motor,
5.0,power.heater,geometry.fan,
5.0,temperature.motor,rot.speed.fan,
5.0,material.motor,geometry.heater,
5.0,power.heater,geometry.heater,
5.0,material.heater,material.body,
6.0,geometry.fan,geometry.motor,
6.0,material.body,power.fan,
6.0,material.fan,geometry.heater,
6.0,geometry.body,temperature.heater,
6.0,geometry.nozzle,temperature.nozzle,
7.0,material.heater,geometry.motor,
7.0,power.heater,geometry.motor,
7.0,power.motor,geometry.heater,
7.0,temperature.motor,geometry.heater,
7.0,temperature.nozzle,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
