Tick,Attribute.Component,Origin,Failed Behaviour
0.0,rot.speed.fan,rot.speed.fan,
1.0,geometry.motor,geometry.motor,
1.0,material.motor,material.motor,
1.0,temperature.motor,temperature.motor,
1.0,geometry.fan,geometry.fan,
1.0,temperature.heater,temperature.heater,
2.0,geometry.heater,material.motor,
2.0,temperature.heater,temperature.motor,
2.0,material.nozzle,rot.speed.fan,
2.0,power.fan,power.fan,
2.0,material.heater,material.heater,
2.0,power.heater,power.heater,
3.0,geometry.fan,geometry.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,temperature.nozzle,rot.speed.fan,
3.0,temperature.nozzle,temperature.heater,
3.0,power.heater,material.nozzle,
4.0,temperature.motor,geometry.motor,
4.0,power.fan,geometry.motor,
4.0,temperature.motor,rot.speed.fan,
4.0,power.heater,geometry.heater,
4.0,material.body,geometry.heater,
5.0,material.heater,geometry.motor,
5.0,temperature.motor,material.motor,
5.0,power.heater,material.motor,
5.0,power.heater,geometry.fan,
5.0,material.fan,material.fan,
5.0,geometry.fan,geometry.heater,
5.0,material.fan,geometry.heater,
5.0,power.fan,temperature.heater,
5.0,material.body,temperature.heater,
5.0,power.fan,geometry.nozzle,
5.0,temperature.nozzle,geometry.nozzle,
5.0,material.body,geometry.nozzle,
5.0,material.fan,material.nozzle,
5.0,geometry.body,material.nozzle,
6.0,material.motor,geometry.motor,
6.0,power.motor,geometry.heater,
6.0,temperature.motor,geometry.heater,
6.0,power.fan,geometry.heater,
6.0,geometry.body,temperature.heater,
6.0,material.nozzle,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
