Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,material.heater,material.heater,
0.0,power.heater,power.heater,
0.0,geometry.nozzle,geometry.nozzle,
1.0,power.fan,power.fan,
1.0,material.nozzle,power.heater,
1.0,temperature.heater,temperature.heater,
1.0,material.body,material.body,
2.0,geometry.fan,geometry.motor,
2.0,rot.speed.fan,rot.speed.fan,
2.0,geometry.heater,power.heater,
2.0,temperature.motor,temperature.heater,
2.0,material.body,temperature.heater,
2.0,temperature.motor,geometry.nozzle,
2.0,material.fan,geometry.nozzle,
2.0,power.fan,geometry.nozzle,
2.0,temperature.nozzle,geometry.nozzle,
2.0,material.body,geometry.nozzle,
3.0,power.fan,geometry.motor,
3.0,temperature.nozzle,material.heater,
3.0,geometry.body,temperature.heater,
3.0,rot.speed.fan,material.nozzle,
4.0,material.heater,geometry.motor,
4.0,geometry.fan,power.heater,
4.0,power.fan,temperature.heater,
4.0,geometry.body,material.nozzle,
4.0,material.body,material.nozzle,
5.0,material.motor,geometry.motor,
5.0,temperature.motor,geometry.motor,
5.0,temperature.nozzle,rot.speed.fan,
5.0,material.motor,geometry.heater,
5.0,geometry.motor,power.heater,
5.0,geometry.fan,geometry.nozzle,
5.0,geometry.body,geometry.nozzle,
5.0,temperature.nozzle,material.nozzle,
5.0,power.fan,material.body,
6.0,power.motor,power.motor,
6.0,power.motor,geometry.heater,
6.0,temperature.motor,geometry.heater,
6.0,power.fan,geometry.heater,
6.0,power.fan,power.heater,
6.0,temperature.heater,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
