Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.fan,geometry.fan,
1.0,temperature.motor,temperature.motor,
1.0,rot.speed.fan,rot.speed.fan,
1.0,power.fan,power.fan,
1.0,material.heater,material.heater,
1.0,material.body,material.body,
2.0,power.motor,power.motor,
2.0,temperature.heater,temperature.motor,
2.0,geometry.motor,geometry.fan,
2.0,material.body,power.fan,
2.0,power.heater,power.heater,
2.0,geometry.nozzle,geometry.nozzle,
3.0,material.nozzle,rot.speed.fan,
3.0,material.heater,material.heater,
3.0,material.nozzle,power.heater,
3.0,material.nozzle,material.body,
4.0,geometry.motor,temperature.motor,
4.0,geometry.nozzle,temperature.motor,
4.0,temperature.heater,power.fan,
4.0,geometry.heater,material.body,
4.0,temperature.heater,material.body,
4.0,geometry.nozzle,material.body,
5.0,material.motor,temperature.motor,
5.0,rot.speed.fan,temperature.motor,
5.0,geometry.heater,temperature.motor,
5.0,material.body,temperature.motor,
5.0,material.fan,geometry.fan,
5.0,geometry.heater,geometry.fan,
5.0,geometry.motor,power.fan,
5.0,power.heater,power.fan,
5.0,geometry.nozzle,power.fan,
5.0,temperature.nozzle,temperature.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
