Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.fan,geometry.fan,
0.0,power.fan,power.fan,
0.0,power.heater,power.heater,
0.0,temperature.heater,temperature.heater,
1.0,rot.speed.fan,rot.speed.fan,
1.0,material.heater,material.heater,
1.0,temperature.motor,temperature.heater,
1.0,material.body,temperature.heater,
2.0,geometry.nozzle,power.fan,
2.0,geometry.heater,power.heater,
2.0,material.nozzle,power.heater,
2.0,geometry.body,temperature.heater,
2.0,power.fan,material.body,
3.0,geometry.nozzle,temperature.motor,
3.0,geometry.motor,geometry.fan,
3.0,material.nozzle,rot.speed.fan,
3.0,material.motor,geometry.heater,
3.0,material.heater,material.heater,
3.0,power.fan,power.heater,
3.0,power.fan,temperature.heater,
3.0,geometry.nozzle,material.body,
4.0,geometry.motor,temperature.motor,
4.0,material.body,temperature.motor,
4.0,geometry.heater,geometry.fan,
4.0,temperature.nozzle,rot.speed.fan,
4.0,material.fan,material.fan,
4.0,material.motor,power.heater,
4.0,geometry.nozzle,temperature.heater,
4.0,material.body,material.nozzle,
5.0,power.motor,power.motor,
5.0,material.motor,temperature.motor,
5.0,rot.speed.fan,temperature.motor,
5.0,geometry.heater,temperature.motor,
5.0,material.fan,geometry.fan,
5.0,power.fan,geometry.fan,
5.0,geometry.fan,power.heater,
5.0,material.body,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
