Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.motor,power.motor,
1.0,temperature.motor,temperature.motor,
1.0,material.heater,material.heater,
1.0,power.heater,power.heater,
2.0,temperature.heater,temperature.motor,
2.0,power.fan,power.fan,
2.0,material.nozzle,power.heater,
2.0,material.body,material.body,
3.0,geometry.nozzle,temperature.motor,
3.0,rot.speed.fan,rot.speed.fan,
3.0,temperature.heater,material.body,
4.0,geometry.motor,geometry.motor,
4.0,geometry.motor,temperature.motor,
4.0,material.body,temperature.motor,
4.0,geometry.motor,power.fan,
4.0,material.heater,material.heater,
4.0,geometry.body,material.nozzle,
4.0,material.body,material.nozzle,
5.0,geometry.heater,power.motor,
5.0,material.motor,temperature.motor,
5.0,geometry.heater,temperature.motor,
5.0,geometry.fan,geometry.fan,
5.0,temperature.nozzle,rot.speed.fan,
5.0,material.fan,material.fan,
5.0,geometry.fan,power.heater,
5.0,geometry.heater,power.heater,
5.0,temperature.nozzle,temperature.heater,
5.0,geometry.body,temperature.heater,
5.0,power.fan,geometry.nozzle,
5.0,temperature.nozzle,geometry.nozzle,
5.0,material.body,geometry.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
