Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,temperature.motor,temperature.motor,
0.0,rot.speed.fan,rot.speed.fan,
0.0,power.heater,power.heater,
0.0,temperature.heater,temperature.heater,
1.0,temperature.heater,temperature.motor,
1.0,power.fan,power.fan,
1.0,material.nozzle,power.heater,
2.0,geometry.fan,geometry.motor,
2.0,power.motor,power.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,temperature.nozzle,rot.speed.fan,
2.0,material.body,power.fan,
2.0,material.body,temperature.heater,
3.0,power.fan,geometry.motor,
3.0,material.fan,material.fan,
3.0,geometry.fan,power.heater,
3.0,power.fan,power.heater,
3.0,geometry.heater,power.heater,
3.0,rot.speed.fan,material.nozzle,
3.0,geometry.body,material.nozzle,
3.0,material.body,material.nozzle,
4.0,temperature.nozzle,geometry.motor,
4.0,geometry.motor,temperature.motor,
4.0,material.motor,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,power.fan,temperature.heater,
4.0,temperature.nozzle,temperature.heater,
4.0,geometry.body,temperature.heater,
4.0,material.fan,geometry.nozzle,
4.0,power.fan,geometry.nozzle,
4.0,temperature.nozzle,geometry.nozzle,
4.0,material.body,geometry.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
