Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.fan,geometry.fan,
0.0,power.fan,power.fan,
0.0,geometry.nozzle,geometry.nozzle,
1.0,geometry.motor,geometry.motor,
1.0,material.motor,material.motor,
1.0,material.fan,material.fan,
1.0,material.body,material.body,
2.0,temperature.motor,temperature.motor,
2.0,geometry.motor,geometry.fan,
2.0,geometry.motor,power.fan,
2.0,power.heater,power.fan,
2.0,material.body,power.fan,
2.0,temperature.motor,geometry.nozzle,
2.0,power.fan,geometry.nozzle,
2.0,temperature.nozzle,geometry.nozzle,
2.0,material.body,geometry.nozzle,
3.0,material.nozzle,power.heater,
3.0,temperature.heater,temperature.nozzle,
4.0,geometry.heater,material.fan,
4.0,material.fan,geometry.nozzle,
4.0,material.body,material.nozzle,
4.0,rot.speed.fan,temperature.nozzle,
5.0,temperature.motor,geometry.motor,
5.0,temperature.motor,material.motor,
5.0,power.heater,material.motor,
5.0,material.fan,geometry.fan,
5.0,temperature.heater,power.fan,
5.0,geometry.body,geometry.nozzle,
5.0,rot.speed.fan,material.nozzle,
5.0,material.heater,temperature.nozzle,
6.0,material.heater,geometry.motor,
6.0,power.heater,geometry.motor,
6.0,geometry.motor,material.motor,
6.0,material.body,material.motor,
6.0,geometry.nozzle,geometry.fan,
6.0,power.heater,geometry.heater,
6.0,material.body,geometry.heater,
6.0,temperature.motor,temperature.heater,
7.0,rot.speed.fan,material.motor,
7.0,geometry.heater,material.motor,
7.0,geometry.heater,power.fan,
7.0,geometry.body,temperature.heater,
7.0,material.nozzle,temperature.nozzle,
7.0,material.body,temperature.nozzle,
8.0,power.motor,power.motor,
8.0,geometry.fan,power.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
