Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.motor,power.motor,
0.0,power.fan,power.fan,
1.0,power.heater,power.heater,
2.0,material.fan,material.fan,
2.0,geometry.motor,power.fan,
2.0,power.heater,power.fan,
2.0,geometry.nozzle,power.fan,
2.0,material.body,power.fan,
3.0,temperature.motor,temperature.motor,
3.0,temperature.heater,power.fan,
3.0,material.nozzle,material.body,
4.0,geometry.fan,geometry.motor,
4.0,geometry.motor,power.motor,
4.0,geometry.heater,power.motor,
4.0,geometry.heater,power.fan,
4.0,material.heater,material.heater,
4.0,geometry.heater,power.heater,
4.0,material.nozzle,power.heater,
4.0,temperature.motor,temperature.heater,
4.0,material.body,temperature.heater,
4.0,temperature.motor,geometry.nozzle,
4.0,temperature.nozzle,geometry.nozzle,
4.0,material.body,geometry.nozzle,
5.0,material.motor,material.motor,
5.0,geometry.fan,power.fan,
5.0,temperature.nozzle,temperature.heater,
5.0,material.fan,geometry.nozzle,
5.0,geometry.body,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
