Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,material.fan,material.fan,
0.0,power.fan,power.fan,
0.0,geometry.nozzle,geometry.nozzle,
1.0,geometry.fan,geometry.fan,
1.0,material.body,power.fan,
2.0,geometry.fan,geometry.motor,
2.0,power.fan,geometry.motor,
2.0,temperature.motor,geometry.nozzle,
2.0,power.fan,geometry.nozzle,
2.0,material.body,geometry.nozzle,
3.0,temperature.nozzle,geometry.nozzle,
4.0,temperature.heater,temperature.motor,
4.0,geometry.heater,material.fan,
4.0,power.heater,power.heater,
5.0,material.motor,geometry.motor,
5.0,temperature.motor,geometry.motor,
5.0,power.motor,power.motor,
5.0,geometry.fan,material.fan,
5.0,material.body,material.fan,
5.0,temperature.heater,power.fan,
5.0,material.motor,geometry.heater,
5.0,material.nozzle,power.heater,
5.0,geometry.fan,geometry.nozzle,
5.0,rot.speed.fan,temperature.nozzle,
5.0,material.body,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
