Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.motor,power.motor,
0.0,material.heater,material.heater,
0.0,geometry.body,geometry.body,
1.0,rot.speed.fan,rot.speed.fan,
1.0,temperature.heater,temperature.heater,
1.0,material.body,material.body,
2.0,temperature.motor,temperature.motor,
2.0,power.fan,power.fan,
2.0,temperature.motor,temperature.heater,
2.0,material.body,temperature.heater,
2.0,temperature.heater,geometry.body,
3.0,material.nozzle,rot.speed.fan,
3.0,material.body,power.fan,
3.0,temperature.nozzle,material.heater,
3.0,temperature.nozzle,temperature.heater,
3.0,material.body,geometry.body,
4.0,material.motor,material.motor,
4.0,geometry.heater,power.motor,
4.0,geometry.nozzle,temperature.motor,
4.0,geometry.fan,geometry.fan,
4.0,temperature.nozzle,rot.speed.fan,
4.0,geometry.nozzle,power.fan,
4.0,geometry.motor,material.heater,
4.0,material.body,material.heater,
4.0,power.heater,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
