Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.motor,material.motor,
0.0,geometry.fan,geometry.fan,
2.0,geometry.heater,material.motor,
2.0,power.fan,power.fan,
2.0,material.heater,material.heater,
3.0,geometry.motor,geometry.fan,
3.0,power.heater,geometry.fan,
3.0,material.fan,material.fan,
4.0,temperature.motor,material.motor,
4.0,power.heater,geometry.heater,
4.0,material.body,geometry.heater,
4.0,material.heater,material.heater,
5.0,geometry.motor,material.motor,
5.0,material.body,material.motor,
5.0,material.fan,geometry.fan,
5.0,power.fan,geometry.fan,
5.0,material.fan,geometry.heater,
5.0,material.nozzle,power.heater,
6.0,geometry.nozzle,temperature.motor,
6.0,geometry.heater,geometry.fan,
6.0,power.fan,material.body,
7.0,power.motor,power.motor,
7.0,temperature.heater,temperature.motor,
7.0,rot.speed.fan,rot.speed.fan,
7.0,rot.speed.fan,material.nozzle,
7.0,geometry.nozzle,material.body,
7.0,temperature.nozzle,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
