Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.heater,temperature.heater,
0.0,geometry.body,geometry.body,
1.0,power.fan,power.fan,
2.0,material.body,power.fan,
2.0,temperature.motor,temperature.heater,
2.0,geometry.body,temperature.heater,
3.0,power.motor,power.motor,
3.0,rot.speed.fan,rot.speed.fan,
3.0,material.fan,material.fan,
3.0,geometry.motor,power.fan,
3.0,power.heater,power.heater,
3.0,power.fan,temperature.heater,
3.0,temperature.nozzle,temperature.heater,
3.0,material.body,temperature.heater,
4.0,geometry.nozzle,temperature.motor,
4.0,geometry.fan,geometry.fan,
4.0,material.nozzle,power.heater,
5.0,temperature.nozzle,rot.speed.fan,
5.0,power.fan,power.heater,
5.0,material.body,material.nozzle,
5.0,material.body,geometry.body,
6.0,temperature.motor,geometry.motor,
6.0,geometry.fan,geometry.motor,
6.0,geometry.heater,material.fan,
6.0,material.nozzle,material.fan,
6.0,material.heater,material.heater,
6.0,geometry.fan,power.heater,
6.0,material.fan,geometry.nozzle,
6.0,power.fan,geometry.nozzle,
6.0,material.body,geometry.nozzle,
7.0,temperature.nozzle,geometry.motor,
7.0,temperature.motor,rot.speed.fan,
7.0,material.nozzle,rot.speed.fan,
7.0,geometry.motor,power.heater,
7.0,geometry.heater,power.heater,
7.0,temperature.nozzle,geometry.nozzle,
8.0,geometry.nozzle,geometry.body,
8.0,material.nozzle,geometry.body,
8.0,geometry.heater,material.body,
8.0,temperature.nozzle,material.body,
9.0,geometry.heater,power.motor,
9.0,material.motor,rot.speed.fan,
9.0,material.body,material.fan,
9.0,temperature.nozzle,material.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
