Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.fan,geometry.fan,
0.0,material.body,material.body,
1.0,power.heater,power.heater,
1.0,material.nozzle,material.body,
2.0,material.nozzle,power.heater,
2.0,temperature.heater,temperature.heater,
2.0,geometry.heater,material.body,
2.0,geometry.nozzle,material.body,
3.0,geometry.motor,geometry.motor,
3.0,temperature.motor,temperature.motor,
3.0,power.fan,power.fan,
3.0,geometry.heater,power.heater,
3.0,temperature.motor,temperature.heater,
3.0,temperature.motor,material.body,
3.0,geometry.body,material.body,
4.0,geometry.heater,geometry.fan,
4.0,material.body,power.fan,
4.0,power.fan,power.heater,
4.0,geometry.body,temperature.heater,
4.0,temperature.motor,geometry.nozzle,
4.0,power.fan,geometry.nozzle,
5.0,geometry.fan,geometry.motor,
5.0,rot.speed.fan,rot.speed.fan,
5.0,power.fan,temperature.heater,
6.0,temperature.motor,geometry.motor,
6.0,power.fan,geometry.motor,
6.0,temperature.nozzle,geometry.nozzle,
6.0,rot.speed.fan,material.nozzle,
6.0,material.nozzle,geometry.body,
6.0,temperature.nozzle,material.body,
7.0,power.motor,power.motor,
7.0,material.fan,material.fan,
7.0,material.fan,geometry.heater,
7.0,geometry.fan,power.heater,
7.0,temperature.heater,temperature.nozzle,
8.0,material.motor,geometry.motor,
8.0,material.fan,geometry.motor,
8.0,temperature.nozzle,rot.speed.fan,
8.0,power.motor,geometry.heater,
8.0,temperature.motor,geometry.heater,
8.0,geometry.motor,power.heater,
8.0,material.heater,material.body,
8.0,temperature.heater,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
