Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.fan,power.fan,
0.0,power.heater,power.heater,
0.0,material.body,material.body,
1.0,material.fan,material.fan,
1.0,material.body,power.fan,
1.0,material.nozzle,power.heater,
2.0,power.motor,power.motor,
2.0,geometry.fan,geometry.fan,
2.0,geometry.nozzle,power.fan,
2.0,material.body,material.nozzle,
2.0,geometry.body,geometry.body,
3.0,geometry.motor,geometry.motor,
3.0,geometry.nozzle,material.fan,
3.0,power.heater,power.fan,
3.0,temperature.heater,power.fan,
3.0,rot.speed.fan,material.nozzle,
4.0,geometry.motor,geometry.fan,
4.0,geometry.heater,material.fan,
4.0,material.body,material.fan,
4.0,geometry.heater,power.fan,
4.0,temperature.motor,temperature.heater,
4.0,temperature.heater,geometry.body,
5.0,geometry.heater,geometry.fan,
5.0,geometry.motor,power.fan,
5.0,temperature.motor,geometry.nozzle,
5.0,temperature.nozzle,geometry.nozzle,
5.0,material.body,geometry.body,
6.0,geometry.heater,power.motor,
6.0,temperature.nozzle,rot.speed.fan,
6.0,geometry.motor,material.fan,
6.0,geometry.fan,material.fan,
6.0,material.heater,material.heater,
6.0,material.body,geometry.nozzle,
7.0,material.motor,material.motor,
7.0,material.motor,geometry.heater,
7.0,temperature.nozzle,temperature.heater,
7.0,temperature.nozzle,material.nozzle,
7.0,material.nozzle,geometry.body,
7.0,geometry.body,geometry.body,
7.0,temperature.heater,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
