Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,geometry.fan,geometry.fan,
0.0,power.heater,power.heater,
0.0,temperature.heater,temperature.heater,
1.0,temperature.heater,temperature.motor,
1.0,material.body,material.body,
2.0,geometry.motor,geometry.motor,
2.0,power.motor,power.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,material.heater,material.heater,
2.0,geometry.fan,power.heater,
2.0,power.fan,power.heater,
2.0,material.nozzle,power.heater,
2.0,material.nozzle,material.body,
3.0,geometry.motor,temperature.motor,
3.0,material.fan,material.fan,
3.0,temperature.nozzle,temperature.heater,
3.0,geometry.heater,material.body,
3.0,temperature.heater,material.body,
4.0,material.motor,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,geometry.motor,geometry.fan,
4.0,power.fan,geometry.nozzle,
4.0,material.body,geometry.nozzle,
4.0,rot.speed.fan,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
