Tick,Attribute.Component,Origin,Failed Behaviour
0.0,rot.speed.fan,rot.speed.fan,
2.0,power.motor,power.motor,
2.0,geometry.fan,geometry.fan,
2.0,power.fan,power.fan,
3.0,material.nozzle,rot.speed.fan,
3.0,material.body,power.fan,
3.0,material.heater,material.heater,
4.0,power.heater,geometry.fan,
4.0,temperature.motor,rot.speed.fan,
4.0,temperature.nozzle,rot.speed.fan,
4.0,material.fan,material.fan,
4.0,geometry.nozzle,power.fan,
4.0,material.body,material.nozzle,
5.0,temperature.heater,temperature.motor,
5.0,temperature.heater,power.fan,
5.0,power.heater,material.nozzle,
5.0,geometry.body,material.nozzle,
5.0,temperature.heater,material.body,
6.0,geometry.nozzle,temperature.motor,
6.0,temperature.nozzle,material.heater,
6.0,temperature.nozzle,temperature.heater,
6.0,geometry.heater,material.body,
6.0,geometry.nozzle,material.body,
7.0,material.motor,material.motor,
7.0,geometry.motor,temperature.motor,
7.0,material.fan,geometry.fan,
7.0,power.fan,geometry.fan,
7.0,geometry.heater,geometry.fan,
7.0,geometry.nozzle,geometry.fan,
7.0,material.body,rot.speed.fan,
7.0,material.body,material.heater,
7.0,geometry.body,temperature.heater,
7.0,temperature.nozzle,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
