Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,geometry.fan,geometry.fan,
0.0,temperature.heater,temperature.heater,
0.0,geometry.body,geometry.body,
1.0,geometry.motor,geometry.motor,
1.0,temperature.heater,temperature.motor,
1.0,material.fan,material.fan,
1.0,material.nozzle,material.nozzle,
2.0,material.body,material.nozzle,
2.0,temperature.heater,geometry.body,
3.0,power.fan,geometry.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,material.body,temperature.motor,
3.0,geometry.motor,geometry.fan,
3.0,geometry.heater,geometry.fan,
3.0,rot.speed.fan,material.nozzle,
4.0,geometry.motor,temperature.motor,
4.0,material.motor,temperature.motor,
4.0,rot.speed.fan,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,power.heater,geometry.fan,
4.0,geometry.heater,material.fan,
4.0,material.body,power.fan,
4.0,material.nozzle,geometry.body,
5.0,geometry.heater,material.motor,
5.0,material.fan,geometry.fan,
5.0,power.heater,power.fan,
5.0,geometry.nozzle,power.fan,
5.0,power.fan,temperature.heater,
5.0,power.heater,material.nozzle,
5.0,material.body,geometry.body,
6.0,power.motor,power.motor,
6.0,temperature.nozzle,rot.speed.fan,
6.0,geometry.nozzle,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
