Tick,Attribute.Component,Origin,Failed Behaviour
0.0,rot.speed.fan,rot.speed.fan,
0.0,temperature.heater,temperature.heater,
1.0,geometry.motor,geometry.motor,
1.0,power.heater,power.heater,
1.0,temperature.motor,temperature.heater,
2.0,power.motor,power.motor,
2.0,material.nozzle,rot.speed.fan,
2.0,temperature.nozzle,rot.speed.fan,
2.0,temperature.nozzle,temperature.heater,
2.0,geometry.body,temperature.heater,
2.0,material.body,material.body,
3.0,geometry.fan,geometry.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,power.fan,power.heater,
3.0,material.nozzle,power.heater,
3.0,power.fan,temperature.heater,
4.0,power.fan,geometry.motor,
4.0,temperature.motor,rot.speed.fan,
4.0,geometry.fan,power.heater,
4.0,geometry.heater,power.heater,
4.0,geometry.nozzle,temperature.heater,
4.0,material.body,material.nozzle,
4.0,geometry.nozzle,temperature.nozzle,
4.0,material.body,temperature.nozzle,
5.0,temperature.motor,geometry.motor,
5.0,material.motor,rot.speed.fan,
5.0,material.body,power.fan,
5.0,material.heater,material.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
