Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,geometry.fan,geometry.fan,
0.0,material.heater,material.heater,
1.0,temperature.heater,temperature.motor,
1.0,rot.speed.fan,rot.speed.fan,
1.0,material.fan,material.fan,
2.0,geometry.nozzle,temperature.motor,
3.0,geometry.motor,geometry.motor,
3.0,material.body,temperature.motor,
3.0,power.heater,geometry.fan,
3.0,temperature.nozzle,material.heater,
3.0,geometry.body,temperature.heater,
4.0,rot.speed.fan,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,geometry.motor,geometry.fan,
4.0,geometry.heater,material.fan,
4.0,material.heater,material.heater,
4.0,material.nozzle,power.heater,
4.0,power.fan,temperature.heater,
4.0,material.body,temperature.heater,
4.0,power.fan,geometry.nozzle,
4.0,material.body,geometry.nozzle,
5.0,material.motor,temperature.motor,
5.0,material.fan,geometry.fan,
5.0,material.body,power.fan,
5.0,material.motor,geometry.heater,
5.0,material.fan,geometry.nozzle,
5.0,temperature.heater,temperature.nozzle,
5.0,material.body,temperature.nozzle,
6.0,power.fan,geometry.motor,
6.0,power.motor,power.motor,
6.0,power.fan,geometry.fan,
6.0,material.nozzle,rot.speed.fan,
6.0,power.heater,geometry.heater,
6.0,material.body,geometry.heater,
6.0,temperature.heater,geometry.nozzle,
6.0,temperature.nozzle,geometry.nozzle,
6.0,material.body,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
