Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.heater,temperature.heater,
1.0,material.motor,material.motor,
1.0,rot.speed.fan,rot.speed.fan,
1.0,material.fan,material.fan,
1.0,power.heater,power.heater,
1.0,geometry.body,geometry.body,
2.0,geometry.heater,material.motor,
2.0,geometry.body,temperature.heater,
2.0,geometry.nozzle,geometry.nozzle,
3.0,material.nozzle,rot.speed.fan,
3.0,temperature.nozzle,rot.speed.fan,
3.0,geometry.fan,power.heater,
3.0,geometry.heater,power.heater,
3.0,material.nozzle,power.heater,
3.0,temperature.motor,temperature.heater,
3.0,power.fan,temperature.heater,
3.0,material.body,temperature.heater,
4.0,power.heater,material.motor,
4.0,power.motor,power.motor,
4.0,geometry.nozzle,temperature.heater,
4.0,power.fan,material.body,
4.0,material.nozzle,material.body,
5.0,temperature.motor,material.motor,
5.0,geometry.heater,material.fan,
5.0,material.nozzle,material.fan,
5.0,temperature.heater,temperature.nozzle,
5.0,geometry.nozzle,temperature.nozzle,
5.0,material.body,temperature.nozzle,
5.0,material.body,geometry.body,
6.0,geometry.motor,material.motor,
6.0,rot.speed.fan,material.motor,
6.0,material.body,material.motor,
6.0,geometry.motor,material.fan,
6.0,geometry.fan,material.fan,
6.0,geometry.motor,power.fan,
6.0,geometry.nozzle,power.fan,
6.0,material.heater,material.heater,
6.0,material.heater,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
