Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,material.body,material.body,
1.0,power.motor,power.motor,
1.0,temperature.motor,temperature.motor,
1.0,material.heater,material.heater,
1.0,temperature.heater,temperature.heater,
1.0,temperature.heater,material.body,
1.0,material.nozzle,material.body,
2.0,geometry.fan,geometry.motor,
2.0,temperature.heater,temperature.motor,
2.0,power.heater,material.nozzle,
2.0,geometry.heater,material.body,
2.0,geometry.nozzle,material.body,
3.0,power.heater,geometry.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,material.motor,geometry.heater,
3.0,material.heater,material.heater,
3.0,rot.speed.fan,material.nozzle,
3.0,geometry.body,material.nozzle,
3.0,power.fan,material.body,
3.0,geometry.body,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
