Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.motor,power.motor,
0.0,material.fan,material.fan,
1.0,geometry.fan,geometry.fan,
1.0,material.heater,material.heater,
3.0,geometry.motor,geometry.fan,
3.0,temperature.heater,temperature.heater,
3.0,geometry.body,geometry.body,
4.0,rot.speed.fan,rot.speed.fan,
4.0,material.heater,material.heater,
4.0,temperature.motor,temperature.heater,
4.0,material.body,temperature.heater,
5.0,power.fan,geometry.motor,
5.0,geometry.fan,material.fan,
5.0,temperature.nozzle,temperature.heater,
5.0,geometry.body,temperature.heater,
5.0,power.fan,material.body,
5.0,material.nozzle,material.body,
6.0,geometry.heater,power.motor,
6.0,geometry.nozzle,temperature.motor,
6.0,geometry.heater,material.fan,
6.0,geometry.nozzle,material.fan,
6.0,power.heater,power.heater,
6.0,power.fan,temperature.heater,
6.0,geometry.heater,material.body,
6.0,geometry.nozzle,material.body,
6.0,temperature.nozzle,material.body,
7.0,temperature.motor,geometry.motor,
7.0,temperature.nozzle,geometry.motor,
7.0,material.body,material.fan,
7.0,geometry.nozzle,temperature.heater,
7.0,rot.speed.fan,material.nozzle,
8.0,material.motor,geometry.motor,
8.0,material.fan,geometry.motor,
8.0,material.heater,geometry.motor,
8.0,power.heater,geometry.motor,
8.0,material.motor,geometry.heater,
8.0,power.heater,geometry.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
