Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.motor,material.motor,
1.0,geometry.motor,geometry.motor,
1.0,temperature.motor,temperature.motor,
1.0,material.heater,material.heater,
1.0,power.heater,power.heater,
3.0,geometry.fan,geometry.motor,
3.0,temperature.heater,temperature.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,power.fan,power.heater,
3.0,material.nozzle,power.heater,
4.0,temperature.motor,geometry.motor,
4.0,power.fan,geometry.motor,
4.0,power.heater,geometry.motor,
4.0,temperature.motor,material.motor,
4.0,geometry.heater,material.motor,
4.0,temperature.nozzle,material.heater,
5.0,geometry.motor,material.motor,
5.0,material.body,material.motor,
5.0,geometry.motor,material.heater,
5.0,material.heater,material.heater,
5.0,geometry.body,temperature.heater,
5.0,material.body,geometry.nozzle,
5.0,rot.speed.fan,material.nozzle,
6.0,power.motor,power.motor,
6.0,geometry.heater,geometry.fan,
6.0,geometry.nozzle,power.fan,
6.0,power.fan,temperature.heater,
6.0,material.body,temperature.heater,
6.0,material.body,material.nozzle,
6.0,rot.speed.fan,temperature.nozzle,
6.0,temperature.heater,temperature.nozzle,
6.0,geometry.nozzle,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
