Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.heater,temperature.heater,
1.0,geometry.motor,geometry.motor,
1.0,geometry.fan,geometry.fan,
1.0,temperature.motor,temperature.heater,
2.0,geometry.body,temperature.heater,
2.0,material.body,material.body,
3.0,power.fan,geometry.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,geometry.motor,geometry.fan,
3.0,material.fan,material.fan,
3.0,power.fan,material.body,
4.0,geometry.motor,temperature.motor,
4.0,power.fan,temperature.heater,
4.0,material.body,temperature.heater,
5.0,material.motor,temperature.motor,
5.0,rot.speed.fan,temperature.motor,
5.0,geometry.heater,temperature.motor,
5.0,geometry.heater,geometry.fan,
5.0,geometry.nozzle,temperature.heater,
5.0,material.body,geometry.body,
6.0,power.motor,power.motor,
6.0,material.body,temperature.motor,
6.0,material.fan,geometry.fan,
6.0,power.heater,power.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
