Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,material.fan,material.fan,
0.0,temperature.heater,temperature.heater,
1.0,geometry.fan,geometry.fan,
2.0,power.fan,geometry.motor,
2.0,temperature.motor,temperature.motor,
2.0,temperature.motor,temperature.heater,
2.0,temperature.nozzle,temperature.heater,
2.0,material.body,temperature.heater,
3.0,geometry.fan,geometry.motor,
3.0,geometry.heater,material.fan,
3.0,power.fan,temperature.heater,
3.0,geometry.body,temperature.heater,
3.0,geometry.nozzle,geometry.nozzle,
4.0,temperature.motor,geometry.motor,
4.0,material.body,power.fan,
4.0,material.motor,geometry.heater,
4.0,rot.speed.fan,temperature.nozzle,
4.0,material.body,temperature.nozzle,
5.0,material.motor,geometry.motor,
5.0,power.motor,power.motor,
5.0,geometry.fan,material.fan,
5.0,geometry.nozzle,material.fan,
5.0,geometry.nozzle,power.fan,
5.0,material.body,geometry.heater,
5.0,material.heater,temperature.nozzle,
5.0,geometry.nozzle,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
