Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,geometry.fan,geometry.fan,
0.0,power.heater,power.heater,
0.0,geometry.nozzle,geometry.nozzle,
0.0,material.body,material.body,
1.0,temperature.heater,temperature.motor,
1.0,material.nozzle,power.heater,
1.0,power.fan,material.body,
2.0,geometry.nozzle,temperature.motor,
2.0,rot.speed.fan,rot.speed.fan,
2.0,geometry.heater,power.heater,
2.0,material.body,material.nozzle,
3.0,geometry.motor,temperature.motor,
3.0,material.body,temperature.motor,
3.0,material.fan,material.fan,
3.0,power.heater,power.fan,
3.0,geometry.nozzle,power.fan,
3.0,geometry.body,temperature.heater,
3.0,rot.speed.fan,material.nozzle,
4.0,power.motor,power.motor,
4.0,material.motor,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,temperature.heater,power.fan,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
