Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,power.motor,power.motor,
0.0,rot.speed.fan,rot.speed.fan,
0.0,temperature.heater,temperature.heater,
1.0,power.fan,power.fan,
1.0,temperature.motor,temperature.heater,
1.0,material.body,temperature.heater,
1.0,geometry.body,geometry.body,
2.0,power.fan,geometry.motor,
2.0,material.nozzle,rot.speed.fan,
2.0,material.fan,material.fan,
2.0,power.heater,power.heater,
2.0,geometry.body,temperature.heater,
3.0,power.heater,geometry.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,geometry.fan,geometry.fan,
3.0,geometry.nozzle,material.body,
4.0,temperature.motor,geometry.motor,
4.0,material.heater,geometry.motor,
4.0,temperature.motor,rot.speed.fan,
4.0,temperature.nozzle,rot.speed.fan,
4.0,power.heater,power.fan,
4.0,geometry.nozzle,power.fan,
4.0,power.fan,temperature.heater,
4.0,power.heater,material.nozzle,
4.0,geometry.body,material.nozzle,
4.0,material.body,material.nozzle,
5.0,material.motor,geometry.motor,
5.0,geometry.heater,power.motor,
5.0,geometry.heater,material.fan,
5.0,material.body,power.fan,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
