Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.motor,power.motor,
0.0,material.heater,material.heater,
0.0,power.heater,power.heater,
2.0,material.body,material.body,
3.0,temperature.nozzle,material.heater,
3.0,geometry.motor,power.heater,
3.0,power.fan,power.heater,
3.0,geometry.heater,power.heater,
3.0,material.nozzle,power.heater,
3.0,geometry.nozzle,geometry.nozzle,
3.0,temperature.heater,material.body,
3.0,material.nozzle,material.body,
4.0,geometry.heater,power.motor,
4.0,material.body,power.fan,
4.0,material.heater,material.heater,
4.0,temperature.motor,temperature.heater,
5.0,geometry.fan,geometry.motor,
5.0,power.fan,geometry.motor,
5.0,rot.speed.fan,rot.speed.fan,
5.0,geometry.body,temperature.heater,
5.0,material.fan,geometry.nozzle,
5.0,power.fan,geometry.nozzle,
5.0,material.body,geometry.nozzle,
5.0,rot.speed.fan,material.nozzle,
5.0,geometry.nozzle,temperature.nozzle,
6.0,material.motor,material.motor,
6.0,geometry.nozzle,temperature.motor,
6.0,material.body,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
