Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.body,geometry.body,
1.0,power.fan,power.fan,
1.0,temperature.heater,temperature.heater,
2.0,temperature.motor,temperature.motor,
2.0,rot.speed.fan,rot.speed.fan,
2.0,material.body,power.fan,
2.0,power.heater,power.heater,
2.0,temperature.motor,temperature.heater,
2.0,temperature.nozzle,temperature.heater,
2.0,temperature.heater,geometry.body,
2.0,material.nozzle,geometry.body,
3.0,geometry.fan,geometry.fan,
3.0,geometry.motor,power.fan,
3.0,power.heater,power.fan,
3.0,geometry.nozzle,power.fan,
3.0,material.body,material.nozzle,
4.0,geometry.nozzle,temperature.motor,
4.0,material.nozzle,rot.speed.fan,
4.0,material.fan,material.fan,
4.0,temperature.heater,power.fan,
4.0,material.heater,material.heater,
4.0,material.nozzle,power.heater,
4.0,rot.speed.fan,temperature.nozzle,
4.0,material.body,temperature.nozzle,
5.0,power.motor,power.motor,
5.0,geometry.motor,temperature.motor,
5.0,geometry.motor,geometry.fan,
5.0,geometry.fan,power.fan,
5.0,geometry.nozzle,temperature.nozzle,
5.0,geometry.nozzle,geometry.body,
5.0,geometry.body,geometry.body,
6.0,material.motor,temperature.motor,
6.0,geometry.heater,temperature.motor,
6.0,geometry.heater,power.fan,
6.0,geometry.fan,power.heater,
6.0,material.body,temperature.heater,
6.0,material.heater,temperature.nozzle,
6.0,material.nozzle,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
