Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,power.motor,power.motor,
0.0,material.heater,material.heater,
0.0,temperature.heater,temperature.heater,
0.0,geometry.nozzle,geometry.nozzle,
1.0,geometry.fan,geometry.fan,
1.0,material.body,material.body,
2.0,temperature.motor,temperature.motor,
2.0,material.heater,material.heater,
2.0,geometry.body,temperature.heater,
2.0,temperature.motor,geometry.nozzle,
2.0,power.fan,geometry.nozzle,
2.0,temperature.nozzle,geometry.nozzle,
2.0,material.body,geometry.nozzle,
2.0,material.nozzle,material.nozzle,
3.0,power.heater,geometry.motor,
3.0,temperature.heater,temperature.motor,
3.0,material.fan,material.fan,
3.0,power.heater,material.nozzle,
3.0,material.body,material.nozzle,
3.0,temperature.heater,temperature.nozzle,
4.0,geometry.heater,power.motor,
4.0,material.body,power.fan,
4.0,rot.speed.fan,material.nozzle,
4.0,rot.speed.fan,temperature.nozzle,
5.0,material.motor,geometry.motor,
5.0,power.motor,geometry.motor,
5.0,material.heater,geometry.motor,
5.0,material.body,temperature.motor,
5.0,geometry.motor,geometry.fan,
5.0,geometry.heater,geometry.fan,
5.0,geometry.motor,power.fan,
5.0,temperature.heater,power.fan,
5.0,geometry.heater,power.heater,
5.0,material.heater,temperature.nozzle,
5.0,material.body,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
