Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.fan,power.fan,
1.0,rot.speed.fan,rot.speed.fan,
1.0,material.body,power.fan,
1.0,power.heater,power.heater,
2.0,geometry.nozzle,power.fan,
2.0,temperature.heater,material.body,
2.0,material.nozzle,material.body,
3.0,geometry.motor,geometry.motor,
3.0,temperature.nozzle,rot.speed.fan,
3.0,geometry.motor,power.fan,
3.0,geometry.heater,power.heater,
3.0,material.nozzle,power.heater,
3.0,temperature.motor,temperature.heater,
4.0,material.nozzle,rot.speed.fan,
4.0,geometry.heater,power.fan,
4.0,power.heater,power.fan,
4.0,temperature.heater,power.fan,
4.0,temperature.motor,geometry.nozzle,
4.0,material.body,geometry.nozzle,
4.0,temperature.heater,temperature.nozzle,
5.0,power.motor,power.motor,
5.0,temperature.motor,rot.speed.fan,
5.0,material.fan,geometry.nozzle,
6.0,geometry.fan,geometry.fan,
6.0,material.body,geometry.heater,
6.0,temperature.nozzle,geometry.nozzle,
7.0,material.heater,material.heater,
7.0,geometry.body,geometry.nozzle,
7.0,geometry.body,material.nozzle,
8.0,material.motor,geometry.motor,
8.0,temperature.motor,geometry.motor,
8.0,power.heater,geometry.motor,
8.0,geometry.motor,geometry.fan,
8.0,geometry.heater,material.fan,
8.0,geometry.fan,power.fan,
8.0,geometry.fan,geometry.nozzle,
8.0,material.body,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
