Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,power.heater,power.heater,
0.0,geometry.nozzle,geometry.nozzle,
0.0,material.body,material.body,
1.0,material.motor,material.motor,
1.0,power.fan,power.fan,
1.0,material.nozzle,material.body,
2.0,geometry.fan,geometry.motor,
2.0,power.fan,geometry.motor,
2.0,geometry.heater,material.motor,
2.0,power.motor,power.motor,
2.0,power.fan,power.heater,
2.0,geometry.heater,power.heater,
2.0,material.nozzle,power.heater,
2.0,temperature.heater,temperature.heater,
2.0,temperature.motor,geometry.nozzle,
2.0,power.fan,geometry.nozzle,
2.0,power.fan,material.body,
2.0,geometry.heater,material.body,
2.0,geometry.nozzle,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
