Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.motor,power.motor,
0.0,geometry.nozzle,geometry.nozzle,
1.0,geometry.motor,geometry.motor,
1.0,geometry.fan,geometry.fan,
1.0,material.heater,material.heater,
1.0,temperature.heater,temperature.heater,
2.0,temperature.motor,temperature.heater,
2.0,temperature.motor,geometry.nozzle,
2.0,temperature.nozzle,geometry.nozzle,
2.0,material.body,geometry.nozzle,
3.0,power.fan,geometry.motor,
3.0,geometry.motor,geometry.fan,
3.0,material.heater,material.heater,
3.0,power.heater,power.heater,
3.0,power.fan,geometry.nozzle,
3.0,power.fan,material.body,
4.0,geometry.heater,power.motor,
4.0,geometry.heater,geometry.fan,
4.0,power.fan,temperature.heater,
4.0,geometry.body,temperature.heater,
4.0,material.fan,geometry.nozzle,
4.0,rot.speed.fan,temperature.nozzle,
4.0,material.nozzle,material.body,
5.0,geometry.motor,temperature.motor,
5.0,material.body,temperature.motor,
5.0,material.motor,geometry.heater,
5.0,material.nozzle,power.heater,
5.0,temperature.heater,geometry.nozzle,
5.0,geometry.body,geometry.nozzle,
5.0,material.heater,temperature.nozzle,
5.0,material.body,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
