Tick,Attribute.Component,Origin,Failed Behaviour
1.0,power.motor,power.motor,
1.0,material.body,material.body,
2.0,geometry.motor,geometry.motor,
2.0,temperature.motor,temperature.motor,
2.0,power.fan,power.fan,
2.0,material.heater,material.heater,
2.0,temperature.heater,material.body,
2.0,material.nozzle,material.body,
3.0,rot.speed.fan,rot.speed.fan,
3.0,material.body,power.fan,
3.0,power.heater,power.heater,
3.0,temperature.motor,temperature.heater,
3.0,temperature.nozzle,temperature.heater,
4.0,geometry.fan,geometry.motor,
4.0,geometry.motor,power.fan,
4.0,geometry.nozzle,power.fan,
4.0,material.nozzle,power.heater,
4.0,geometry.body,temperature.heater,
5.0,geometry.nozzle,temperature.motor,
5.0,material.nozzle,rot.speed.fan,
5.0,temperature.nozzle,rot.speed.fan,
5.0,temperature.heater,power.fan,
5.0,power.fan,power.heater,
5.0,geometry.heater,power.heater,
5.0,geometry.heater,material.body,
6.0,geometry.heater,power.motor,
6.0,power.heater,geometry.fan,
6.0,temperature.nozzle,material.heater,
6.0,material.body,material.heater,
7.0,temperature.motor,geometry.motor,
7.0,temperature.motor,rot.speed.fan,
7.0,material.fan,material.fan,
8.0,material.motor,geometry.heater,
8.0,temperature.nozzle,geometry.nozzle,
8.0,material.body,geometry.nozzle,
8.0,material.body,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
