Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.motor,material.motor,
0.0,rot.speed.fan,rot.speed.fan,
0.0,power.heater,power.heater,
1.0,geometry.heater,material.motor,
1.0,temperature.motor,temperature.motor,
1.0,geometry.fan,geometry.fan,
1.0,material.nozzle,power.heater,
2.0,material.nozzle,rot.speed.fan,
2.0,temperature.nozzle,rot.speed.fan,
2.0,material.fan,material.fan,
2.0,material.heater,material.heater,
2.0,geometry.fan,power.heater,
2.0,geometry.heater,power.heater,
2.0,material.body,material.body,
3.0,geometry.motor,geometry.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,power.fan,power.heater,
4.0,temperature.motor,material.motor,
4.0,temperature.motor,rot.speed.fan,
4.0,material.body,power.fan,
4.0,temperature.heater,temperature.heater,
4.0,material.body,temperature.nozzle,
4.0,geometry.body,geometry.body,
5.0,geometry.fan,geometry.motor,
5.0,geometry.motor,material.motor,
5.0,material.body,material.motor,
5.0,material.motor,rot.speed.fan,
5.0,geometry.heater,material.fan,
5.0,material.heater,material.heater,
5.0,geometry.motor,power.heater,
5.0,material.motor,power.heater,
5.0,power.fan,geometry.nozzle,
5.0,temperature.nozzle,geometry.nozzle,
5.0,material.body,geometry.nozzle,
5.0,material.body,material.nozzle,
6.0,power.motor,power.motor,
6.0,temperature.motor,temperature.heater,
6.0,temperature.nozzle,temperature.heater,
6.0,geometry.body,temperature.heater,
6.0,material.fan,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
