Tick,Attribute.Component,Origin,Failed Behaviour
1.0,geometry.fan,geometry.fan,
1.0,material.heater,material.heater,
1.0,power.heater,power.heater,
1.0,temperature.heater,temperature.heater,
1.0,material.body,material.body,
2.0,power.motor,power.motor,
2.0,material.fan,material.fan,
2.0,material.nozzle,power.heater,
2.0,temperature.motor,temperature.heater,
2.0,material.nozzle,material.body,
3.0,power.fan,power.heater,
3.0,geometry.heater,power.heater,
3.0,temperature.heater,material.body,
3.0,geometry.nozzle,material.body,
3.0,temperature.nozzle,material.body,
4.0,geometry.motor,geometry.motor,
4.0,geometry.nozzle,temperature.motor,
4.0,geometry.motor,geometry.fan,
4.0,material.body,power.fan,
4.0,rot.speed.fan,material.nozzle,
5.0,geometry.motor,temperature.motor,
5.0,power.heater,geometry.fan,
5.0,geometry.heater,material.fan,
5.0,geometry.motor,power.fan,
5.0,geometry.nozzle,power.fan,
5.0,material.body,material.heater,
5.0,geometry.body,temperature.heater,
6.0,geometry.heater,power.motor,
6.0,material.motor,temperature.motor,
6.0,rot.speed.fan,temperature.motor,
6.0,geometry.heater,temperature.motor,
6.0,material.fan,geometry.fan,
6.0,geometry.heater,geometry.fan,
6.0,geometry.motor,material.heater,
6.0,temperature.nozzle,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
