Tick,Attribute.Component,Origin,Failed Behaviour
0.0,rot.speed.fan,rot.speed.fan,
0.0,material.fan,material.fan,
0.0,power.heater,power.heater,
0.0,temperature.heater,temperature.heater,
0.0,geometry.nozzle,geometry.nozzle,
1.0,material.heater,material.heater,
1.0,material.nozzle,power.heater,
2.0,material.nozzle,rot.speed.fan,
2.0,temperature.nozzle,rot.speed.fan,
2.0,temperature.motor,temperature.heater,
2.0,temperature.nozzle,temperature.heater,
2.0,geometry.body,temperature.heater,
2.0,temperature.motor,geometry.nozzle,
2.0,power.fan,geometry.nozzle,
2.0,temperature.nozzle,geometry.nozzle,
3.0,material.heater,material.heater,
3.0,geometry.motor,power.heater,
3.0,material.body,material.body,
4.0,material.body,power.fan,
4.0,geometry.heater,power.heater,
4.0,power.fan,temperature.heater,
4.0,material.body,temperature.heater,
4.0,material.body,geometry.nozzle,
4.0,geometry.body,material.nozzle,
5.0,geometry.fan,geometry.motor,
5.0,power.fan,geometry.motor,
5.0,material.body,temperature.motor,
5.0,geometry.fan,material.fan,
5.0,geometry.heater,material.fan,
5.0,material.body,temperature.nozzle,
6.0,geometry.motor,temperature.motor,
6.0,material.motor,temperature.motor,
6.0,rot.speed.fan,temperature.motor,
6.0,geometry.heater,temperature.motor,
6.0,temperature.nozzle,material.heater,
6.0,material.body,material.nozzle,
7.0,power.motor,power.motor,
7.0,material.body,material.heater,
7.0,geometry.body,geometry.nozzle,
7.0,temperature.nozzle,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
