Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.fan,geometry.fan,
0.0,power.heater,power.heater,
0.0,temperature.heater,temperature.heater,
1.0,rot.speed.fan,rot.speed.fan,
1.0,temperature.motor,temperature.heater,
2.0,geometry.motor,geometry.motor,
2.0,geometry.motor,geometry.fan,
2.0,power.fan,power.heater,
2.0,geometry.heater,power.heater,
2.0,material.nozzle,power.heater,
2.0,geometry.body,temperature.heater,
2.0,material.body,temperature.heater,
2.0,geometry.nozzle,geometry.nozzle,
3.0,geometry.nozzle,temperature.motor,
3.0,material.nozzle,rot.speed.fan,
3.0,temperature.nozzle,rot.speed.fan,
3.0,material.body,power.fan,
3.0,power.fan,temperature.heater,
4.0,material.body,temperature.motor,
4.0,geometry.heater,geometry.fan,
4.0,material.motor,power.heater,
4.0,geometry.nozzle,temperature.heater,
4.0,material.body,material.nozzle,
5.0,temperature.motor,geometry.motor,
5.0,material.fan,geometry.fan,
5.0,temperature.motor,rot.speed.fan,
5.0,geometry.nozzle,power.fan,
5.0,material.motor,geometry.heater,
5.0,material.body,temperature.nozzle,
5.0,material.nozzle,geometry.body,
5.0,material.body,geometry.body,
6.0,material.heater,geometry.motor,
6.0,material.body,geometry.heater,
6.0,temperature.nozzle,temperature.heater,
7.0,material.motor,geometry.motor,
7.0,power.motor,geometry.motor,
7.0,power.fan,geometry.motor,
7.0,power.heater,geometry.fan,
7.0,material.motor,rot.speed.fan,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
