Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.motor,power.motor,
0.0,geometry.fan,geometry.fan,
0.0,material.body,material.body,
1.0,temperature.motor,temperature.motor,
1.0,power.fan,power.fan,
1.0,material.heater,material.heater,
2.0,material.motor,material.motor,
2.0,temperature.heater,temperature.motor,
2.0,material.nozzle,material.nozzle,
2.0,power.fan,material.body,
2.0,temperature.nozzle,material.body,
3.0,geometry.heater,material.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,geometry.heater,geometry.fan,
3.0,power.heater,material.nozzle,
3.0,material.body,material.nozzle,
4.0,geometry.motor,geometry.motor,
4.0,geometry.heater,power.motor,
4.0,geometry.motor,temperature.motor,
4.0,material.body,temperature.motor,
4.0,geometry.nozzle,power.fan,
4.0,temperature.nozzle,material.heater,
4.0,geometry.body,temperature.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
