Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,geometry.fan,geometry.fan,
0.0,power.heater,power.heater,
0.0,temperature.heater,temperature.heater,
1.0,rot.speed.fan,rot.speed.fan,
1.0,temperature.nozzle,temperature.heater,
2.0,power.motor,power.motor,
2.0,material.nozzle,power.heater,
2.0,temperature.motor,temperature.heater,
2.0,material.body,material.body,
3.0,geometry.motor,geometry.fan,
3.0,geometry.heater,geometry.fan,
3.0,material.nozzle,rot.speed.fan,
3.0,geometry.fan,power.heater,
3.0,rot.speed.fan,temperature.nozzle,
3.0,geometry.nozzle,temperature.nozzle,
3.0,material.body,temperature.nozzle,
4.0,geometry.nozzle,temperature.motor,
4.0,power.fan,power.fan,
4.0,material.motor,geometry.heater,
4.0,power.fan,power.heater,
4.0,power.fan,temperature.heater,
4.0,material.body,material.nozzle,
4.0,material.heater,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
