Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.fan,geometry.fan,
1.0,geometry.motor,geometry.motor,
1.0,rot.speed.fan,rot.speed.fan,
2.0,power.motor,power.motor,
3.0,temperature.motor,temperature.motor,
3.0,power.heater,geometry.fan,
3.0,temperature.nozzle,rot.speed.fan,
4.0,temperature.motor,geometry.motor,
4.0,power.fan,geometry.motor,
4.0,power.heater,geometry.motor,
4.0,material.nozzle,rot.speed.fan,
4.0,geometry.nozzle,geometry.nozzle,
5.0,temperature.heater,temperature.motor,
5.0,material.fan,geometry.fan,
5.0,geometry.nozzle,temperature.nozzle,
5.0,material.body,temperature.nozzle,
6.0,material.motor,geometry.motor,
6.0,geometry.fan,geometry.motor,
6.0,geometry.heater,power.motor,
6.0,geometry.nozzle,temperature.motor,
6.0,temperature.motor,rot.speed.fan,
6.0,geometry.nozzle,power.fan,
6.0,material.nozzle,power.heater,
6.0,material.heater,temperature.nozzle,
6.0,temperature.heater,temperature.nozzle,
6.0,temperature.heater,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
