Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,geometry.fan,geometry.fan,
0.0,rot.speed.fan,rot.speed.fan,
0.0,power.fan,power.fan,
0.0,temperature.heater,temperature.heater,
0.0,material.body,material.body,
1.0,material.heater,material.heater,
1.0,power.heater,power.heater,
1.0,temperature.heater,material.body,
2.0,geometry.fan,geometry.motor,
2.0,temperature.motor,temperature.motor,
2.0,temperature.nozzle,rot.speed.fan,
2.0,material.body,power.fan,
2.0,temperature.motor,temperature.heater,
3.0,temperature.motor,geometry.motor,
3.0,power.heater,geometry.motor,
3.0,material.nozzle,rot.speed.fan,
3.0,power.heater,power.fan,
3.0,temperature.heater,power.fan,
3.0,geometry.nozzle,power.fan,
3.0,material.heater,material.heater,
3.0,material.nozzle,material.body,
4.0,power.fan,geometry.motor,
4.0,material.heater,geometry.motor,
4.0,material.nozzle,power.heater,
4.0,geometry.heater,material.body,
4.0,geometry.nozzle,material.body,
4.0,temperature.nozzle,material.body,
5.0,material.fan,geometry.motor,
5.0,geometry.nozzle,temperature.motor,
5.0,temperature.motor,rot.speed.fan,
5.0,material.body,rot.speed.fan,
5.0,geometry.heater,power.heater,
5.0,geometry.body,temperature.heater,
5.0,temperature.heater,temperature.nozzle,
6.0,material.motor,geometry.motor,
6.0,temperature.nozzle,geometry.motor,
6.0,power.motor,power.motor,
6.0,geometry.heater,geometry.fan,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
